Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2021-07-07,X (Nov 2021),22.2500,22.6500,22.0700,22.2500,22.3034,0.0709,6089,15,16211
2021-07-08,X (Nov 2021),22.2300,23.3500,22.2200,22.8000,22.7891,0.4857,7653,0,15915
2021-07-09,X (Nov 2021),22.8000,22.9100,22.1000,22.4000,22.3588,-0.4303,7701,0,18168
2021-07-12,X (Nov 2021),22.4000,22.6500,22.3500,22.4000,22.5717,0.2129,4859,0,18337
2021-07-13,X (Nov 2021),22.4200,22.8600,22.3200,22.8000,22.7571,0.1854,3523,0,18786
2021-07-14,X (Nov 2021),22.8000,22.9500,22.4600,22.7000,22.6961,-0.0610,5424,0,19005
2021-07-15,X (Nov 2021),22.6700,23.1500,22.6400,22.7000,22.6617,-0.0344,5458,0,18996
2021-07-16,X (Nov 2021),22.7300,23.1000,22.3100,23.0000,23.0178,0.3561,7856,0,20201
2021-07-19,X (Nov 2021),22.9500,24.3500,22.9500,23.5500,24.0689,1.0511,20112,0,21398
2021-07-20,X (Nov 2021),23.4600,24.0500,23.1000,23.6400,23.6879,-0.3810,13044,0,22650
2021-07-21,X (Nov 2021),23.6300,23.8100,22.8000,22.8800,22.9472,-0.7407,9856,0,22528
2021-07-22,X (Nov 2021),22.8500,22.9700,22.6500,22.7000,22.8901,-0.0571,7640,0,22245
2021-07-23,X (Nov 2021),22.7000,22.8200,22.5100,22.7800,22.7003,-0.1898,5819,0,22289
2021-07-26,X (Nov 2021),22.7500,23.1700,22.6000,22.7000,22.8403,0.1400,4783,0,21819
2021-07-27,X (Nov 2021),22.7000,23.6600,22.7000,23.3000,23.1721,0.3318,7989,0,21657
2021-07-28,X (Nov 2021),23.3000,23.4000,22.8000,23.1000,22.9289,-0.2432,5070,0,21589
2021-07-29,X (Nov 2021),23.1000,23.2000,22.7000,23.0000,22.80,-0.1289,3159,0,21600
2021-07-30,X (Nov 2021),23.0200,23.5000,22.8300,23.1100,23.2496,0.4496,5676,0,21238
2021-08-02,X (Nov 2021),23.1000,23.7500,22.8000,23.6200,23.70,0.4504,5686,0,21502
2021-08-03,X (Nov 2021),23.6000,23.8000,23.1100,23.2500,23.1793,-0.5207,5164,0,21897
2021-08-04,X (Nov 2021),23.2500,23.4500,23.0100,23.1700,23.1982,0.0189,5103,0,21835
2021-08-05,X (Nov 2021),23.1800,23.2000,22.8700,22.9100,22.90,-0.2982,3736,0,22270
2021-08-06,X (Nov 2021),22.9500,22.9900,22.5000,22.5700,22.5119,-0.3881,6422,0,21796
2021-08-09,X (Nov 2021),22.6500,22.8700,22.4000,22.5500,22.5513,0.0394,4548,0,21887
2021-08-10,X (Nov 2021),22.5500,22.6700,22.1500,22.4200,22.4013,-0.1500,5436,0,22644
2021-08-11,X (Nov 2021),22.4500,22.5500,21.9000,22.0500,21.9304,-0.4709,9610,0,24765
2021-08-12,X (Nov 2021),22.0200,22.1000,21.3600,21.4500,21.5493,-0.3811,11049,0,27581
